,단어,tf-idf,idf
9229,약주,9.587011446245477,8.159641329124547
5917,백세주,6.124566382950086,9.512783482927537
10054,완벽하다,4.932969175595087,6.924692596904306
8002,순하다,4.224518049994022,6.527980279905736
1174,구수하다,3.6971308726973326,8.137418192339837
2839,단맛,3.597289769867883,5.515780147196643
12264,주막,3.550173701809863,8.798130097146629
10680,은은하다,3.502490007330434,6.169768056648118
10329,우도,3.4867470283277466,8.640944513624216
12337,주파,3.4745021575254063,9.092929637367273
10315,용하다,3.4665539678733364,7.8119957919052085
9022,안주,3.1350999116240144,6.547958746836623
1622,기운,2.8604565028446363,8.864088064938425
7283,상회,2.8392983304500223,9.037359786212463
5732,반주,2.6794355168036033,7.250114997338934
9230,약초,2.599015299191051,10.163371049068687
4571,맑다,2.391097115448415,8.278829846389666
5381,물건,2.3798212304876043,7.130824802391979
12542,지리산,2.371340400795024,9.757905940960523
9846,예술,2.2255256077092183,8.317544358570355
12290,주시,2.1894150674384902,8.033157182015428
12012,조만간,2.0968172481645033,7.438791546015266
2650,늘다,2.0415109451400446,6.185248241936017
11014,익숙하다,1.996454492462801,8.385597821815372
8765,쓸다,1.979585735366165,7.110943431838151
10053,완벽,1.964317844841627,8.304472277003004
12775,짱,1.9447537931373657,7.006370627918574
9228,약재,1.9152912262220525,11.038839786422587
4758,맞추다,1.7518428927922445,7.713803765725995
11777,절대,1.7393932254023947,7.903345570493437
7053,사케,1.7261334216305968,7.860785956074641
3000,대가,1.6977901562088862,8.137418192339837
4583,맘에듭니,1.686724110523441,9.064758760400577
780,고기랑,1.6863799994313236,8.344212605652517
2924,달콤하다,1.6858736824452736,5.70419049062716
229,감동,1.6640540546668865,7.1268167809944405
6369,봣,1.6620501767970146,7.57310388362286
13230,총알,1.609796733057179,8.291568872167096
7790,손님,1.6058872596743123,6.934544893347318
7120,살,1.5958556537911426,7.272999291172522
10954,이자카야,1.588275163113833,9.512783482927537
10865,이미,1.5879608692471285,7.422531025143486
11605,쟁,1.5766788725175407,7.554527498049925
