,단어,tf-idf,idf
11966,제주도,27.2930268855917,8.19393040260318
10036,와인,17.73159266876022,4.7985639412518175
15330,화이트와인,17.51465126217927,7.98483860474462
2839,단맛,13.389509286062612,5.515780147196643
11965,제주,13.267591745977153,8.756457400746061
4572,맑은,12.816506477347293,7.903345570493437
7091,산미,11.796698332069093,7.197239245290986
14934,해산물,11.75252308529646,8.716452066132362
4987,메기,10.853103597512368,9.214290494371541
776,고급스럽다,10.401651591371014,5.646121744453065
2924,달콤하다,10.175527273062372,5.70419049062716
7270,상큼,8.725855737092116,6.584492490169079
11891,정종,8.163925109163086,8.229437091060088
2260,냉장,7.982307066148724,7.699517808478519
9022,안주,7.761085693185688,6.547958746836623
9229,약주,7.707202696516127,8.159641329124547
15328,화이트,6.9509548086602235,8.677985785304564
12617,직접,6.948620497458938,6.773346968004657
10680,은은하다,6.929786841689788,6.169768056648118
6173,보관,6.783410120530618,6.798952918909828
8437,식전주,6.255324028881209,8.104982916586682
12684,진하다,6.15776800779199,6.018914445419238
7726,소리,6.15283405803825,8.104982916586682
7254,상자,5.643955477264501,7.009923029522941
11206,입,5.6239487849977134,6.427687528756948
1108,굉장하다,5.610805865280052,6.724021901442155
9349,어머니,5.3928279144074125,7.335071719814899
10054,완벽하다,5.159134432310725,6.924692596904306
9698,여행,5.075394227206154,7.644331392911228
9535,업체,4.659861801491341,8.798130097146629
1006,과일,4.527423462607073,7.031506601190116
2420,녹다,4.520330441314052,7.630997862041762
3741,따로,4.393126332753845,7.3059434468918765
1962,끝맛,4.365397799477955,7.027876833139537
13177,체험,4.311101775534363,9.151770137390207
8436,식전,4.16018009929354,8.819636302367591
11768,전혀,4.1503872014552865,6.96810508983962
3548,뒷맛,4.064679811544131,7.201540327190377
5334,묵직하다,3.9504831193148275,7.512479261806425
8141,스럽다,3.9365397357678447,7.604852581937441
10611,유튜브,3.931338017747434,8.887077583163125
8429,식사,3.8598536836172777,7.852487153259946
5636,바디,3.8419116761885173,8.330789585320376
