,단어,tf-idf,idf
1897,꿀,141.52000024834362,6.8675341830643575
2839,단맛,96.41052214253043,5.515780147196643
1906,꿀맛,55.56752895960113,7.354972874132194
2924,달콤하다,42.06787088654638,5.70419049062716
8002,순하다,32.92610234561913,6.527980279905736
1921,꿀향,31.773146757981152,8.489394615497016
10680,은은하다,23.849062226914768,6.169768056648118
6020,벌꿀,23.585713810282897,8.841615209086367
12684,진하다,21.54565533855322,6.018914445419238
11206,입,13.746452680860568,6.427687528756948
14374,편이,13.714360790381837,7.04247563256069
2247,냄새,13.048984732244556,6.751123831219946
1108,굉장하다,12.960673031703843,6.724021901442155
1568,기다,12.949723780028656,7.0535663192548474
5599,밍밍,12.825057872896828,8.063310220186114
2650,늘다,12.644427139143268,6.185248241936017
1902,꿀떡,12.496791236429724,8.399782456807328
8198,스타일,12.13101712776041,7.3059434468918765
4572,맑은,12.11098860129348,7.903345570493437
2911,달짝지근하다,11.75012632013358,8.229437091060088
6968,사랑,11.697432604548572,7.227742699584401
14391,평범하다,11.655093328220046,8.063310220186114
10714,음료수,11.614466348640631,6.742915850802117
3065,대요,11.585548405817638,7.210198389933492
8571,싫어하다,11.461166219119374,7.031506601190116
1962,끝맛,11.167656588738282,7.027876833139537
13911,탱,11.093487624635681,7.611325096443058
9662,여성,11.075813144338685,7.417169082002101
5363,문제,10.881795380986945,7.013488095687437
2420,녹다,10.86473941214788,7.630997862041762
1497,금방,10.808569107181558,6.864452516526949
13857,탁주,10.649844602900348,7.757928570634934
4571,맑다,10.635469665325717,8.278829846389666
7293,새롭다,10.468625815381447,7.099201613961467
14255,판매,10.458769866248064,6.737481054816159
13939,텁텁,10.407965246364302,7.886103764058931
9245,양,10.33448678755294,7.354972874132194
13308,추가,10.248729813993291,6.873726153312279
11799,점,10.181921017774513,6.78180964192339
2959,담양,10.010071448230272,9.512783482927537
7617,세다,9.968660973393744,6.944495224200486
7412,서다,9.870138510435082,6.651825610237666
