,단어,tf-idf,idf
2521,누룩,20.73196857960617,7.401253626696201
15617,희다,18.060402013879557,7.37016303962617
7422,서명,13.633319966650374,8.473890428961049
15499,훌륭하다,12.944578831013857,6.992285888036834
2674,늦다,12.253008294823644,6.889375924979406
3548,뒷맛,11.825671582980569,7.201540327190377
797,고량주,11.52534397532378,8.08392950738885
9022,안주,11.22935236980631,6.547958746836623
2944,담그다,10.879266621502723,7.743002920418258
11760,전통,10.684789829052098,7.354972874132194
15197,호리,10.615131432495529,7.79624743493707
1740,깨끗하다,10.437575729232837,7.180217557721556
10054,완벽하다,10.092963681605207,6.924692596904306
9273,양주,9.891370779881548,7.579373496636455
5732,반주,9.523446922373035,7.250114997338934
6655,비교,9.474587508636434,7.038805903671728
901,곡주,9.23889561517949,8.716452066132362
1713,깔다,9.072900808814296,6.978396775876167
3065,대요,8.596257907644238,7.210198389933492
7617,세다,8.551327537732641,6.944495224200486
2650,늘다,7.949695238127017,6.185248241936017
4225,리,7.681857436743823,7.920889880144347
2247,냄새,7.622520707912686,6.751123831219946
12684,진하다,7.570314164546089,6.018914445419238
10680,은은하다,7.36813645625719,6.169768056648118
947,곳,7.358143716263488,6.71074149377426
9681,여전하다,7.3440690939604325,7.6854330685967795
2832,단골,7.194291256860535,7.9661464717324675
4226,리가,7.136858841002965,8.910608080573319
