,tfidf
국수,0.6050431683391037
대림,0.5280376741868541
꼬치,0.3094568615932017
맛집,0.26306224710395815
성수,0.19514435785166348
맛있다,0.1248349936256965
분위기,0.08322332908379766
맥주,0.0827450340890632
감성,0.08178844409959425
느낌,0.07844037913645296
나오다,0.07700549415224957
메뉴,0.070309364225967
레트로,0.06839618424702912
주문,0.06504811928388783
포차,0.05643880937866738
추천,0.05500392439446397
전체,0.05404733440499503
추가,0.05356903941026057
국물,0.047351204478712466
테이블,0.046872909483977994
이웃,0.04639461448924353
자다,0.045916319494509056
공유,0.045916319494509056
이자카야,0.04543802449977458
서울특별시,0.044481434510305645
신고,0.04400313951557118
데이트,0.04161166454189883
구이,0.041133369547164365
도국,0.03874189457349202
매다,0.038263599578757544
정말,0.037307009589288606
닫다,0.03682871459455414
싶다,0.03682871459455414
저녁,0.0358721246050852
도지,0.034915534615616264
많다,0.03443723962088179
점심,0.033480649631412854
매콤,0.033480649631412854
즐기다,0.031089174657740505
주다,0.030610879663006036
한잔,0.030132584668271567
메뉴판,0.030132584668271567
오다,0.030132584668271567
시원하다,0.02917599467880263
방문,0.02821940468933369
서울,0.027262814699864753
하이,0.027262814699864753
옛날,0.026784519705130284
굽다,0.026306224710395815
상가,0.026306224710395815
내부,0.025827929715661342
깔끔하다,0.025827929715661342
음식,0.025827929715661342
고기,0.025349634720926873
매일,0.024871339726192404
리뷰,0.024393044731457935
느끼다,0.023436454741988997
기본,0.023436454741988997
소개,0.023436454741988997
들어가다,0.022958159747254528
찍다,0.022958159747254528
가게,0.022958159747254528
받다,0.02247986475252006
생기,0.02200156975778559
요즘,0.02200156975778559
드리다,0.02200156975778559
야외,0.02152327476305112
느껴지다,0.02152327476305112
식감,0.02152327476305112
아주,0.02152327476305112
찾다,0.021044979768316652
사진,0.020566684773582183
인테리어,0.020566684773582183
카페,0.02008838977884771
안주,0.02008838977884771
먹기,0.02008838977884771
오늘,0.02008838977884771
소스,0.01961009478411324
오픈,0.01961009478411324
가깝다,0.019131799789378772
다양하다,0.019131799789378772
말다,0.019131799789378772
어울리다,0.018653504794644303
자리,0.018653504794644303
구성,0.018653504794644303
마늘,0.018175209799909834
안녕하다,0.018175209799909834
좋아하다,0.018175209799909834
독특하다,0.018175209799909834
나다,0.017696914805175365
많이,0.017218619810440896
앉다,0.017218619810440896
알다,0.016740324815706427
살짝,0.016740324815706427
주방,0.016740324815706427
네이버,0.016262029820971958
친구,0.01578373482623749
맛보다,0.01578373482623749
간단하다,0.01578373482623749
밉다,0.01578373482623749
먼저,0.01578373482623749
의자,0.015305439831503018
유명하다,0.014827144836768549
괜찮다,0.014827144836768549
웨이,0.014827144836768549
해보다,0.014827144836768549
준비,0.01434884984203408
가보다,0.01434884984203408
완전,0.01434884984203408
시작,0.013870554847299611
소주,0.013870554847299611
생각나다,0.013392259852565142
새우,0.013392259852565142
비주,0.013392259852565142
붙다,0.013392259852565142
영업,0.013392259852565142
부드럽다,0.013392259852565142
생맥주,0.013392259852565142
특별하다,0.013392259852565142
해주다,0.013392259852565142
식사,0.013392259852565142
역시,0.013392259852565142
종류,0.012913964857830671
아쉽다,0.012913964857830671
가격,0.012913964857830671
특히,0.012913964857830671
직접,0.012435669863096202
두다,0.012435669863096202
재료,0.012435669863096202
식당,0.012435669863096202
조명,0.012435669863096202
날씨,0.011957374868361733
다녀오다,0.011957374868361733
코스,0.011957374868361733
잡다,0.011479079873627264
김치,0.011479079873627264
한번,0.011479079873627264
고소하다,0.011479079873627264
장소,0.011000784878892795
볶음,0.011000784878892795
직원,0.011000784878892795
짜다,0.011000784878892795
달다,0.011000784878892795
처음,0.011000784878892795
내다,0.010522489884158326
주소,0.010522489884158326
적다,0.010522489884158326
요리,0.010522489884158326
친절하다,0.010522489884158326
타임,0.010044194889423855
좌석,0.010044194889423855
추억,0.010044194889423855
모습,0.009565899894689386
크다,0.009565899894689386
만들다,0.009565899894689386
기분,0.009565899894689386
근처,0.009087604899954917
중간,0.009087604899954917
가득,0.009087604899954917
없이,0.009087604899954917
리다,0.008609309905220448
차다,0.008609309905220448
기도,0.008609309905220448
블로그,0.008609309905220448
엄청,0.008609309905220448
자주,0.008131014910485979
제일,0.008131014910485979
올라가다,0.008131014910485979
조합,0.008131014910485979
외관,0.007652719915751509
제대로,0.007652719915751509
선택,0.007652719915751509
매장,0.007652719915751509
개다,0.00717442492101704
강하다,0.00717442492101704
매력,0.00717442492101704
손님,0.00717442492101704
계속,0.00717442492101704
끄다,0.00717442492101704
포스팅,0.00717442492101704
취향,0.00717442492101704
참고,0.00717442492101704
넘다,0.00717442492101704
보고,0.006696129926282571
달달,0.006696129926282571
편하다,0.006696129926282571
뭔가,0.006696129926282571
모르다,0.006696129926282571
공간,0.006696129926282571
적당하다,0.006696129926282571
넓다,0.006696129926282571
갈다,0.006696129926282571
후기,0.006696129926282571
영상,0.006696129926282571
개인,0.006217834931548101
입구,0.006217834931548101
특이하다,0.006217834931548101
기다리다,0.006217834931548101
버리다,0.006217834931548101
다르다,0.006217834931548101
따로,0.006217834931548101
되게,0.006217834931548101
주말,0.006217834931548101
판매,0.006217834931548101
주차,0.006217834931548101
가기,0.006217834931548101
가능하다,0.006217834931548101
근데,0.006217834931548101
가능,0.006217834931548101
먹음,0.006217834931548101
출구,0.006217834931548101
서다,0.005739539936813632
고르다,0.005739539936813632
중구,0.005739539936813632
파다,0.005739539936813632
빠지다,0.005739539936813632
노래,0.005739539936813632
실내,0.005739539936813632
넣다,0.005739539936813632
플레이,0.005739539936813632
재밌다,0.005739539936813632
도움말,0.005739539936813632
찾아가다,0.005739539936813632
곱창,0.005739539936813632
매우,0.005739539936813632
따뜻하다,0.005739539936813632
최고,0.005739539936813632
입맛,0.005261244942079163
배부르다,0.005261244942079163
지다,0.005261244942079163
걸다,0.005261244942079163
어떻다,0.005261244942079163
포장마차,0.004782949947344693
오후,0.004782949947344693
이름,0.004782949947344693
원래,0.004782949947344693
가볍다,0.004782949947344693
세트,0.004782949947344693
모임,0.004782949947344693
일상,0.004782949947344693
마지막,0.004782949947344693
따르다,0.004782949947344693
서비스,0.004782949947344693
들어오다,0.004782949947344693
궁금하다,0.004782949947344693
재미,0.004782949947344693
덥다,0.004782949947344693
귀엽다,0.004782949947344693
등장,0.004782949947344693
양념,0.004782949947344693
사용,0.004304654952610224
드디어,0.004304654952610224
가득하다,0.004304654952610224
평일,0.004304654952610224
마르다,0.004304654952610224
사장,0.004304654952610224
뜨다,0.004304654952610224
스타일,0.004304654952610224
인기,0.004304654952610224
계시,0.004304654952610224
소요,0.004304654952610224
들이다,0.004304654952610224
저렴하다,0.004304654952610224
세상,0.004304654952610224
안되다,0.004304654952610224
보내다,0.004304654952610224
나서다,0.0038263599578757545
굉장하다,0.0038263599578757545
화질,0.0038263599578757545
꾸미다,0.0038263599578757545
메인,0.0038263599578757545
그대로,0.0038263599578757545
별로,0.0038263599578757545
돼다,0.0038263599578757545
코드,0.0038263599578757545
늘다,0.0038263599578757545
땡기다,0.0038263599578757545
소품,0.0038263599578757545
광고,0.0038263599578757545
레이스,0.0038263599578757545
트랙,0.0038263599578757545
퇴근,0.0033480649631412855
코로나,0.0033480649631412855
자체,0.0033480649631412855
토마토,0.0033480649631412855
행복하다,0.0033480649631412855
주류,0.0033480649631412855
자동,0.0033480649631412855
인스타,0.0033480649631412855
지로,0.0033480649631412855
하루,0.0033480649631412855
간판,0.0033480649631412855
차로,0.0033480649631412855
추다,0.0033480649631412855
재생,0.0033480649631412855
아직,0.0033480649631412855
힙지,0.0033480649631412855
골목,0.0033480649631412855
새롭다,0.0033480649631412855
남다,0.0033480649631412855
건물,0.0033480649631412855
부르다,0.0033480649631412855
거기,0.0033480649631412855
수제,0.0033480649631412855
바삭,0.0033480649631412855
늦다,0.0033480649631412855
나름,0.0033480649631412855
