,tfidf
저택,0.6123834434427319
전주,0.4660918430647459
미스테리,0.4422769313753064
집사,0.1479552271414036
칵테일,0.14531316951387854
와인,0.13210288137625323
마을,0.12946082374872817
메뉴,0.11360847798357777
컨셉,0.11096642035605271
분위기,0.10832436272852765
이색,0.10832436272852765
안주,0.09511407459090232
여행,0.09247201696337726
오픈,0.06869349831565168
파티,0.06340938306060155
이름,0.05812526780555142
치즈,0.05812526780555142
데이트,0.055483210178026356
포토,0.055483210178026356
느낌,0.05019909492297623
인스타,0.04755703729545116
공간,0.04755703729545116
예약,0.0449149796679261
정말,0.0449149796679261
도지,0.03963086441287597
근처,0.0369888067853509
코스,0.0369888067853509
인생,0.0369888067853509
주소,0.03434674915782584
곳곳,0.034021302413485104
매일,0.031704691530300776
손님,0.031704691530300776
친구,0.031704691530300776
이벤트,0.031704691530300776
소품,0.02906263390277571
소개,0.02906263390277571
고급,0.026420576275250646
위스키,0.026420576275250646
기분,0.026420576275250646
인테리어,0.02377851864772558
도수,0.02377851864772558
영업,0.02377851864772558
서비스,0.02377851864772558
플레이,0.021136461020200517
소스,0.021136461020200517
주차,0.021136461020200517
내부,0.021136461020200517
음식,0.021136461020200517
영상,0.021136461020200517
장소,0.021136461020200517
플래터,0.020412781448091062
맥주,0.01849440339267545
가격,0.01849440339267545
달달,0.01849440339267545
바스,0.01849440339267545
테이블,0.015852345765150388
한번,0.015852345765150388
골목,0.015852345765150388
건물,0.015852345765150388
오기,0.015852345765150388
하니,0.015852345765150388
마음,0.015852345765150388
과일,0.015852345765150388
참고,0.015852345765150388
필수,0.015852345765150388
메뉴판,0.015852345765150388
뿌리,0.015852345765150388
알다,0.015852345765150388
오후,0.013608520965394041
남자친구,0.013608520965394041
조명,0.013210288137625323
정보,0.013210288137625323
선택,0.013210288137625323
스테이크,0.013210288137625323
뭔가,0.013210288137625323
리다,0.013210288137625323
생일,0.013210288137625323
사이,0.013210288137625323
지인,0.013210288137625323
인스타그램,0.013210288137625323
가면,0.013210288137625323
고민,0.013210288137625323
끼리,0.013210288137625323
호텔,0.013210288137625323
식사,0.010568230510100259
제대로,0.010568230510100259
종류,0.010568230510100259
저녁,0.010568230510100259
개인,0.010568230510100259
소요,0.010568230510100259
제공,0.010568230510100259
준비,0.010568230510100259
제일,0.010568230510100259
기념일,0.010568230510100259
리뷰,0.010568230510100259
파다,0.010568230510100259
주변,0.010568230510100259
트랙,0.010568230510100259
한잔,0.010568230510100259
설명,0.010568230510100259
재생,0.010568230510100259
크림,0.010568230510100259
일상,0.010568230510100259
크래커,0.010568230510100259
모임,0.010568230510100259
추억,0.010568230510100259
자동,0.010568230510100259
광고,0.010568230510100259
화질,0.010568230510100259
재미,0.010568230510100259
코드,0.010568230510100259
수도,0.010206390724045531
주차장,0.007926172882575194
구경,0.007926172882575194
블로그,0.007926172882575194
비주,0.007926172882575194
상큼,0.007926172882575194
계속,0.007926172882575194
살짝,0.007926172882575194
계시,0.007926172882575194
기도,0.007926172882575194
먹기,0.007926172882575194
지다,0.007926172882575194
직원,0.007926172882575194
길이,0.007926172882575194
발견,0.007926172882575194
카페,0.007926172882575194
이유,0.007926172882575194
의자,0.007926172882575194
외관,0.007926172882575194
더욱,0.007926172882575194
오늘,0.007926172882575194
걱정,0.007926172882575194
감성,0.007926172882575194
가기,0.007926172882575194
마늘,0.007926172882575194
바게트,0.006804260482697021
하몽,0.006804260482697021
강추,0.006804260482697021
베이스,0.006804260482697021
보고,0.005284115255050129
재료,0.005284115255050129
해산물,0.005284115255050129
광고정보,0.005284115255050129
인코딩,0.005284115255050129
가성,0.005284115255050129
구성,0.005284115255050129
음소거,0.005284115255050129
관련,0.005284115255050129
이야기,0.005284115255050129
주류,0.005284115255050129
운영,0.005284115255050129
우측,0.005284115255050129
구이,0.005284115255050129
계단,0.005284115255050129
실내,0.005284115255050129
안내,0.005284115255050129
알콜,0.005284115255050129
게시,0.005284115255050129
중간,0.005284115255050129
전화번호,0.005284115255050129
영화,0.005284115255050129
화면,0.005284115255050129
옵션,0.005284115255050129
선거,0.005284115255050129
지원,0.005284115255050129
시작,0.005284115255050129
과자,0.005284115255050129
공유소스,0.005284115255050129
새우,0.005284115255050129
네이버,0.005284115255050129
더보,0.005284115255050129
레이어,0.005284115255050129
레이스,0.005284115255050129
금방,0.005284115255050129
판매,0.005284115255050129
미지,0.005284115255050129
팔로워,0.005284115255050129
루프,0.005284115255050129
듬뿍,0.005284115255050129
포스팅,0.005284115255050129
플레이어,0.005284115255050129
하우스,0.005284115255050129
마우스,0.005284115255050129
레드,0.005284115255050129
래그,0.005284115255050129
기초,0.005284115255050129
바삭,0.005284115255050129
멀티,0.005284115255050129
팔로잉,0.005284115255050129
라이센스,0.005284115255050129
먼저,0.005284115255050129
매력,0.005284115255050129
기억,0.005284115255050129
주신,0.0034021302413485104
멜론,0.0034021302413485104
선물,0.0034021302413485104
나름,0.0034021302413485104
재즈,0.0034021302413485104
캔들,0.0034021302413485104
부산,0.0034021302413485104
얘기,0.0034021302413485104
광주,0.0034021302413485104
타임,0.0026420576275250646
라면,0.0026420576275250646
자주,0.0026420576275250646
평소,0.0026420576275250646
오일,0.0026420576275250646
거기,0.0026420576275250646
거울,0.0026420576275250646
전화,0.0026420576275250646
유럽,0.0026420576275250646
위해,0.0026420576275250646
역시,0.0026420576275250646
접시,0.0026420576275250646
김치,0.0026420576275250646
마시기,0.0026420576275250646
올리브,0.0026420576275250646
요즘,0.0026420576275250646
신상,0.0026420576275250646
검색,0.0026420576275250646
레드와인,0.0026420576275250646
아래,0.0026420576275250646
왼쪽,0.0026420576275250646
외부,0.0026420576275250646
야채,0.0026420576275250646
와인잔,0.0026420576275250646
고기,0.0026420576275250646
생기,0.0026420576275250646
무조건,0.0026420576275250646
샐러드,0.0026420576275250646
입맛,0.0026420576275250646
부분,0.0026420576275250646
차로,0.0026420576275250646
국적,0.0026420576275250646
찰떡,0.0026420576275250646
최고,0.0026420576275250646
미리,0.0026420576275250646
먹음,0.0026420576275250646
사랑,0.0026420576275250646
찾기,0.0026420576275250646
항상,0.0026420576275250646
하루,0.0026420576275250646
대표,0.0026420576275250646
처음,0.0026420576275250646
블랙,0.0026420576275250646
이용,0.0026420576275250646
취향,0.0026420576275250646
공연,0.0026420576275250646
부담,0.0026420576275250646
음악,0.0026420576275250646
인기,0.0026420576275250646
중앙,0.0026420576275250646
가능,0.0026420576275250646
보통,0.0026420576275250646
취하,0.0026420576275250646
모습,0.0026420576275250646
해물,0.0026420576275250646
회식,0.0026420576275250646
커피,0.0026420576275250646
메뉴인,0.0026420576275250646
화이트,0.0
일반,0.0
피자,0.0
포도,0.0
전골,0.0
회관,0.0
저격,0.0
프라이,0.0
한국,0.0
자체,0.0
프랑스,0.0
화장실,0.0
