,단어,tf-idf,idf
1898,꿀,141.01465123416648,6.8675341830643575
2840,단맛,96.31449160239195,5.515780147196643
1907,꿀맛,55.561965899506326,7.354972874132194
2925,달콤하다,42.033555533425016,5.70419049062716
8007,순하다,32.92610234561913,6.527980279905736
1922,꿀향,31.58482851409991,8.489394615497016
10686,은은하다,23.849062226914768,6.169768056648118
6024,벌꿀,23.585713810282897,8.841615209086367
12690,진하다,21.54565533855322,6.018914445419238
11212,입,13.717566000495994,6.427687528756948
14381,편이,13.714360790381837,7.04247563256069
1568,기다,12.949723780028656,7.0535663192548474
2248,냄새,12.934193532587114,6.751123831219946
1108,굉장하다,12.867276450523974,6.724021901442155
14151,특유,12.81537322417215,6.687272359233414
5603,밍밍,12.802107036189414,8.063310220186114
2651,늘다,12.633757842707027,6.185248241936017
1903,꿀떡,12.478657050698862,8.399782456807328
4576,맑은,12.039962058902503,7.903345570493437
8203,스타일,12.020679397926527,7.3059434468918765
2912,달짝지근하다,11.75012632013358,8.229437091060088
6972,사랑,11.697432604548572,7.227742699584401
14398,평범하다,11.655093328220046,8.063310220186114
10720,음료수,11.614466348640631,6.742915850802117
8576,싫어하다,11.453404255959455,7.031506601190116
3067,대요,11.35157388037794,7.210198389933492
13917,탱,11.093487624635681,7.611325096443058
1963,끝맛,11.081025702045865,7.027876833139537
9667,여성,11.058449671348582,7.417169082002101
2421,녹다,10.861707465269191,7.630997862041762
1497,금방,10.80206716708955,6.864452516526949
4575,맑다,10.632698470275669,8.278829846389666
5367,문제,10.60553328608938,7.013488095687437
13863,탁주,10.594610493718353,7.757928570634934
7297,새롭다,10.468625815381447,7.099201613961467
14262,판매,10.449287535365913,6.737481054816159
13314,추가,10.248729813993291,6.873726153312279
9250,양,10.22340859268041,7.354972874132194
13945,텁텁,10.18334601650097,7.886103764058931
11805,점,10.181921017774513,6.78180964192339
2961,담양,9.970845001187037,9.512783482927537
7622,세다,9.968660973393744,6.944495224200486
