"날짜","향수"
"2019-10-27",64
"2019-10-28",64
"2019-10-29",59
"2019-10-30",68
"2019-10-31",57
"2019-11-01",67
"2019-11-02",71
"2019-11-03",77
"2019-11-04",73
"2019-11-05",76
"2019-11-06",74
"2019-11-07",80
"2019-11-08",64
"2019-11-09",77
"2019-11-10",89
"2019-11-11",77
"2019-11-12",80
"2019-11-13",70
"2019-11-14",77
"2019-11-15",67
"2019-11-16",63
"2019-11-17",87
"2019-11-18",64
"2019-11-19",77
"2019-11-20",73
"2019-11-21",62
"2019-11-22",68
"2019-11-23",69
"2019-11-24",82
"2019-11-25",72
"2019-11-26",72
"2019-11-27",76
"2019-11-28",67
"2019-11-29",48
"2019-11-30",48
"2019-12-01",76
"2019-12-02",71
"2019-12-03",63
"2019-12-04",64
"2019-12-05",64
"2019-12-06",63
"2019-12-07",69
"2019-12-08",76
"2019-12-09",89
"2019-12-10",76
"2019-12-11",82
"2019-12-12",64
"2019-12-13",90
"2019-12-14",71
"2019-12-15",82
"2019-12-16",74
"2019-12-17",79
"2019-12-18",70
"2019-12-19",77
"2019-12-20",72
"2019-12-21",70
"2019-12-22",98
"2019-12-23",77
"2019-12-24",67
"2019-12-25",64
"2019-12-26",54
"2019-12-27",50
"2019-12-28",50
"2019-12-29",58
"2019-12-30",51
"2019-12-31",46
"2020-01-01",52
