,단어,tf-idf,idf
6291,복숭아,50.94711343780818,5.555703982882008
10686,은은하다,14.765438244375614,6.169768056648118
8337,시럽,4.478973158154646,9.429401873988486
1006,과일,2.78854507843925,7.031506601190116
7795,손님,2.5995402047133394,6.934544893347318
4229,리,2.432214582924407,7.920889880144347
10214,요술,2.3082193562149174,6.961302342516867
11574,재미,2.2393204316924744,7.637642404760431
3664,듭니,2.2303862247848247,6.941167434107811
2925,달콤하다,2.0862582050771694,5.70419049062716
2840,단맛,1.917106539258596,5.515780147196643
9347,어린이,1.863430592705164,11.038839786422587
11382,작정,1.809327790562023,11.038839786422587
801,고르다,1.8007704752312579,7.82799613325165
13874,탄산수,1.7704328905161542,7.277639670729024
12364,줄,1.7479219696248822,7.00283080121345
6373,봣,1.691470320435101,7.57310388362286
1963,끝맛,1.672362840772958,7.027876833139537
9657,여러,1.6425064787088408,7.530283886439932
10720,음료수,1.6398803565225613,6.742915850802117
14262,판매,1.6294750770493058,6.737481054816159
1408,그럭저럭,1.6232710619144544,8.798130097146629
7416,서다,1.6114149372518023,6.651825610237666
9992,온라인,1.5862198335621054,7.013488095687437
2004,나니,1.5823864096681217,9.429401873988486
5616,바,1.5774271992096502,8.023304885572415
2234,내일,1.5654917914149826,8.587834688310267
3197,덥다,1.5305994071147753,7.107014153698261
15274,홈파티,1.495026140638675,7.994317348699163
9100,알코올,1.469209901815089,7.536289910500144
9027,안주,1.4511462976951708,6.547958746836623
15027,행복하다,1.4418776427568094,7.301170168139218
2651,늘다,1.4110443786916549,6.185248241936017
7297,새롭다,1.4049737301492495,7.099201613961467
9877,오늘,1.3833130407914456,6.72938384458354
10821,이나,1.3812754063832484,7.869154205745158
4644,맛보기,1.3791876022727791,8.521143313811596
6979,사르다,1.376359758071911,8.063310220186114
12920,차갑다,1.3518256019659596,7.630997862041762
8447,식품,1.2973093628118835,9.316073188681482
6322,본적,1.2816947364851896,8.887077583163125
2112,날다,1.280180708712137,8.073566720353304
13518,칭찬,1.253357498963743,7.644331392911228
