,단어,tf-idf,idf
761,계피,19.996042291762173,8.93470563215238
776,고급스럽다,16.418764861325617,5.646121744453065
5067,명주,16.212705352474458,8.42876999368058
10524,위스키,6.03300786302851,7.765475776270316
9234,약주,5.453621928612602,8.159641329124547
9235,약초,4.740549180766237,10.163371049068687
11805,점,4.219992150374133,6.78180964192339
8041,술병,4.211681499576249,7.651065425092572
3745,따로,3.9521601445734587,7.3059434468918765
5385,물건,3.8473876623728227,7.130824802391979
4787,매력,3.4987846826629365,7.017065917035321
8921,아주아주,3.312851433073572,7.79624743493707
10686,은은하다,3.279442887233078,6.169768056648118
2819,다행,3.26807254943825,7.33015770501247
3343,독특하다,3.1208843368250356,7.444271011779891
9158,애,3.116934850184836,6.992285888036834
9250,양,3.048051428064295,7.354972874132194
12018,조만간,3.0132676881800986,7.438791546015266
14393,평,2.867137908455195,7.699517808478519
10280,용기,2.847888279757723,8.229437091060088
7258,상자,2.737993684154458,7.009923029522941
13314,추가,2.7339889429298623,6.873726153312279
2675,늦다,2.703676558252065,6.889375924979406
12137,종이,2.6950844022968248,8.104982916586682
5053,명불허전,2.675724008263736,8.304472277003004
15361,확인,2.6628765821895337,7.920889880144347
14163,특이하다,2.50410653864376,7.277639670729024
9251,양가,2.4785063039536155,8.756457400746061
12623,직접,2.451963092213786,6.773346968004657
11355,자체,2.3833921078364333,7.301170168139218
3664,듭니,2.3244235318648876,6.941167434107811
7795,손님,2.2716461239014243,6.934544893347318
14262,판매,2.21881454321507,6.737481054816159
10650,으뜸,2.195432242685297,9.037359786212463
8457,신경,2.1781825637308296,6.9312499974504655
2233,내용물,2.174656127002079,7.929778827561592
8804,아끼다,2.151772519109587,7.34996033230865
2063,나중,2.1441984213387686,7.197239245290986
7660,세트,2.1375168469201737,7.579373496636455
9851,예술,2.1288932897104966,8.317544358570355
2651,늘다,2.107043775380544,6.185248241936017
12138,종이가방,2.106378558223255,8.716452066132362
12690,진하다,2.0912191445062103,6.018914445419238
