,단어,tf-idf,idf
3647,복숭아,12.043445521704665,5.3160903116694795
3711,부드럽다,5.715559562211796,4.095119930974972
6183,은은하다,4.332727659830374,5.693384542810947
7878,칵테일,1.1575347982970723,7.542302425878951
3208,미치다,1.0,8.265302569588577
5724,오만,1.0,10.663197842386948
3945,빵빵,0.9578107101403274,9.19686077359352
8860,확연,0.9265840848211622,10.375515769935166
8320,평소,0.9201379905820181,7.025611682660562
4409,세다,0.9190395606949061,6.982686637943528
7286,지네,0.9165694664071045,8.235449606438896
2408,려고,0.909735238577576,7.457745037850888
7510,찡하다,0.9095920007169012,11.068662950495112
6620,잘못,0.9035739108800013,8.429605620879855
6622,잘살다,0.9020652229814989,8.327822926569912
8800,홀랑,0.90142352434247,11.068662950495112
6682,장식,0.8871845718155922,7.829984498330732
1973,독특하다,0.8849585277060072,7.572155389028632
1132,끄다,0.8841152850520992,6.395834116033206
6543,자리,0.8809565661538127,7.418004709201374
1972,독주,0.8728125833682023,7.9551476412847375
7597,챙기다,0.8675856933146648,7.736458440319908
8804,홀짝,0.8632247756115348,7.911662529344999
3681,봉숭아,0.8562478467720298,10.663197842386948
6036,움,0.8552515353619943,8.429605620879855
479,고량주,0.8501772494758296,7.218515348785053
6816,전통,0.8406496411614444,6.90977986713544
