date,star,text,name
2022-07-18,5,근처 콩나물밥집에서 먹어보고 맛있어서 찾아봤는데 겉 포장이 달라 다른 제품인 것 같아 그냥 매장에서 비싼돈주고 사다먹었어요 그러다 호기심으로 구매했는데 맛이 똑같아요 매장 판매가격의 반 값이면 사니 어우 너무 좋아요 6개 먹어보고 좋아서 추가로 주문했어요 배송 온 박스가 24개입짜리네요 다음엔 24개로 구매해야겠어요,천년주가 전주모주
2022-09-19,5,늘먹던 모주  좋아요,천년주가 전주모주
2022-09-15,5,맛나요 잘 마실께요,천년주가 전주모주
2022-08-03,2,전주에서 맛보았던 그 모주맛에 반해서 구매했는데물탄것같이흐리멍텅한 맛이네요ㅠㅠ진한 그 맛이 그리웠는데모주 노래를 불렀던 남편도 한병 까보더니 밀어냅니다12병이나 샀는데 이걸 어쩐다ㅠㅠ,천년주가 전주모주
2022-09-03,5,제가  계피를  좋아해서  그런가  마시면  속도  편하고  너무  맛있어요,천년주가 전주모주
2022-08-13,5,맛굿좋은상품감사합니다,천년주가 전주모주
2022-08-21,5,소주랑 섞어마시면 더 좋아요,천년주가 전주모주
2022-07-21,5,맛도좋고 식사할때 반주로최고임,천년주가 전주모주
2022-07-20,5,모주는 오프라인이랑 온라인이랑 맛이 틀리다고 하는데 현지랑 어떻게  틀린지 궁금하네요ㅎㅎㅎ,천년주가 전주모주
2022-07-22,4,배송빠르고 꼼꼼하게 포장해주셨네요,천년주가 전주모주
2022-06-28,4,아버지께서 맛나게드시네요,천년주가 전주모주
2022-07-12,5,믿고 먹는  모주  맛있어요,천년주가 전주모주
2022-06-25,2,전주여행 가서 콩나물국밥이랑 맛있게 먹었던 기억에 주문했는데 그 맛이 아니네요다른 제조사거인지 영,천년주가 전주모주
2022-06-12,5,먹어본 모주중에 가장 입맛에 맞네요,천년주가 전주모주
2022-06-05,5,지인선물로  보내드렸는데 알콜못드시는분 맛좋으시다네요,천년주가 전주모주
2022-06-10,5,건강에 괜찮은 모주라서 좋네요,천년주가 전주모주
2022-06-24,5,보약먹는 것 같네요,천년주가 전주모주
2022-06-09,5,모주 몇번째 계속 재구매 중이에요,천년주가 전주모주
2022-05-24,5,넘넘 맛나요 계속 재구매 해여,천년주가 전주모주
2022-04-28,5,마음에들어요 감사합니다,천년주가 전주모주
2022-04-30,5,체고에요 시원하게 얼려서 살얼음 만들어 드심 더 맛나요,천년주가 전주모주
2022-04-26,5,양도적당하고시원하고맛있어요너무맛있어서또구매하려구요,천년주가 전주모주
2022-03-18,5,배송이 엄청 빠르네요 감사합니다,천년주가 전주모주
2022-03-06,5,가격대비 잘 먹고있어요,천년주가 전주모주
2022-03-05,5,맛있고 빨리옵니다,천년주가 전주모주
2021-12-25,5,배송도 빠르고 가격대비 먹을만해요,천년주가 전주모주
2021-12-05,5,모주 마시는 동안 너무 행복했어요,천년주가 전주모주
2021-10-30,5,배송도 빠르고 맛도 괜찮았어요,천년주가 전주모주
2021-11-04,5,선물용으로도 좋고맛은 그냥 최고알콜 없어서술 못드시는분들도 너무 좋습니다,천년주가 전주모주
2021-11-14,5,잘먹고 있습니다2번쌔 구입합니다,천년주가 전주모주
2021-11-01,5,전주에서 먹던 그맛입니다또 주문하겠습니다,천년주가 전주모주
2021-08-27,5,사서 들고가는것보다 편하네요 온라인에서 팔아서 좋아요ㅎㅎ 선물용이었는데 다 만족하셔서 다행입니다 번창하세요,천년주가 전주모주
2021-09-28,4,전주에서 먹던 바로 그맛과 똑같아요,천년주가 전주모주
2021-08-20,5,모주가 탁하지 않고 깔끔하니 본연의 맛은 아닌거 같지만 그래도 깔끔한 맛으로 먹을만 합니다,천년주가 전주모주
2021-08-26,5,맛은 좋습니다근데 그때 남원에서 먹은거와는 이게 조금 더 단맛이 남니다,천년주가 전주모주
2022-11-13,4,친구보내줬는데 약해서 낮술하기 좋다네요 ㅋㅋ,천년주가 전주모주
2022-11-14,5,건강해지는 맛과 향기,천년주가 전주모주
2022-10-31,5,아주 맛있어요 내 스탈,천년주가 전주모주
2022-11-21,5,배송빠르고 모주 맛은 일품이고 이아니 좋을쏘냐,천년주가 전주모주
2022-11-17,5,배송 겁나게 빠릅니다 한가지 아쉬운점은 배송자 명시가 안되어있었어 누가 보낸지 모르셨다고,천년주가 전주모주
2022-10-05,4,배송중 파손 될 우려가 높아보입니다그냥 상품만 담아서 보내시네요 배송상태가 좋지못해서 만점 못드렸네요찌그러진상품도 있고 별건아니지만 비닐라벨이 찢어져서 왔어요,천년주가 전주모주
2022-11-19,4,친구보내줬어요,천년주가 전주모주
2022-11-10,4,저희 부모님이 너무 좋아하세요,천년주가 전주모주
2022-11-10,4,선물 드렸는데 정말 좋아하세요,천년주가 전주모주
2022-10-16,5,아는지인이 전주가서 사와서 먹었는데 괜찮아서 혹시나햐그 인터넷에서도 판매하는지 찾아보다가 발견술못먹는사람도 잘마시더라고요,천년주가 전주모주
2022-10-05,4,음료수 같아요 시원하게 해서 벌컥벌컥 마시면 진짜 맛있어요,천년주가 전주모주
2022-10-26,5,배송도 빠르고 물건도 좋네요,천년주가 전주모주
2022-10-26,5,배송도 빠르고 물건도 좋네요,천년주가 전주모주
2022-10-14,5,술을 잘못하는 편인데맛잇고 참 좋습니다벌써 다 먹어 사진 첨부할수 없네요 빈병은,천년주가 전주모주
2022-10-04,5,전주에서 먹었던 모주에 비해 진하지 않지만 맛은 있어요,천년주가 전주모주
2022-09-09,5,식당에서 먹고 맛잇어서 주문햇는데잘먹엇습니다,천년주가 전주모주
2022-09-03,5,배송도빠르고좋습니당,천년주가 전주모주
2022-09-20,5,엄마가 너무 좋아하세요,천년주가 전주모주
2022-08-30,5,술을 못하는 저에게는 최상입니다물마시는 느낌도 나구요,천년주가 전주모주
2022-08-01,4,맛은 원래알던 맛이라 인정 근데 포장이 4개만 시켜서 그런가 그냥 박스만 있네요 그럼 택배특성상 이리굴렀다 저리굴렀다할거같은데 4개짜리라 그런건가요20개 넘게 시키면 내용물이 주류라는걸 알수있는 표기같은걸 하는지요좀 그렇더라구요 다행히 터지지않고는 왔지만,천년주가 전주모주
2022-08-02,5,술못하는 저에게는 딱 좋아요,천년주가 전주모주
2022-07-06,5,3가지 브랜드중에 가장 막걸리에 가까워요막걸리 단술느낌입니다 재구매하려고 들어왔어요,천년주가 전주모주
2022-06-21,4,맛은약간연한느낌은 잇는데나름괜찬아요,천년주가 전주모주
2022-11-16,5,예전에 마시던 그맛이에요너무맛나요,천년주가 전주모주
2022-11-18,5,맛있습니다 다음에 또 살 것 같네요,천년주가 전주모주
2022-10-20,5,제가 자주 보는 유튜버께서 모주 한 번 먹어보시길래 궁금해서 시켜봤어요 모주 맛 괜찮은데요,천년주가 전주모주
2022-10-28,4,배송도빠르고맛도괜츈해요,천년주가 전주모주
2022-10-16,4,아버지가 잘 드셨어요 ㅎ,천년주가 전주모주
2022-10-06,5,선물로 주문했어요,천년주가 전주모주
2022-09-30,4,부모님이 잘 드셨어요,천년주가 전주모주
2022-08-02,4,전주에 놀러 왔다 못 먹어 보고간 신혼부부 선물로 보냈어요,천년주가 전주모주
2022-08-04,5,술 못 마시는 친구한테 선물로 보냈어요,천년주가 전주모주
2022-08-01,5,술을 전혀 못하는 제가 한병원샷이상없네요약간 술이 올라온다그정도,천년주가 전주모주
2022-04-15,5,빠른배송 감사드립니다,천년주가 전주모주
2022-01-22,5,달달한 막걸리네요맛있어요,천년주가 전주모주
2021-11-21,4,배송이 빠르고 좋습니다 냉장고에 넣었다 먹어야겠어요,천년주가 전주모주
2021-11-10,4,전주 현대옥 모주를 생각하고 주문했지만 미묘하게 다르긴합니다어머니가 까다로우셔요 ㅠ,천년주가 전주모주
2021-11-08,1,맹물맛 모주  진짜  진한맛없음,천년주가 전주모주
2021-10-31,5,너무 맞이좋아서 담에 또주문해야것어요,천년주가 전주모주
2021-10-24,5,맛잇습니다 배송도빠르고좋네요,천년주가 전주모주
2021-10-13,5,이맘쯤 생각나서 리뷰한번씁니당,천년주가 전주모주
2021-09-03,5,맛있습니다식객 만화보고 궁금해서 구매했는데기대이상입니다,천년주가 전주모주
2021-08-30,5,살짝 묽은가 싶은데 그래도 맛있게 마셨어용,천년주가 전주모주
2021-08-17,4,뽁뽁이없이 와서 살짝불안 보냉포장이 아니라서 한번더 불안안상햇을거라생각하고  막걸리잔에 먹겠습니다,천년주가 전주모주
2021-08-03,4,맛있고 적당한 양입니다,천년주가 전주모주
2021-07-16,3,전주에서 먹었던 모주 맛을 생각하고 주문하면 안될 것 같아요 모주 비슷한 맛의 음료수,천년주가 전주모주
2022-09-30,5,역시 맛있어요같이 마신분들도 넘 맛있다고 해요,천년주가 전주모주
2022-06-21,5,매일 조금씩 마시고 잇어요,천년주가 전주모주
2022-04-15,4,모주 넘  맛있어요계속 시켜먹어요알코올 도수도 거의 없어서 좋아요얼음넣고 마시니까 시원하고 더좋네요,천년주가 전주모주
2022-03-15,4,맛있어서 먹고 또 주문했어요,천년주가 전주모주
2022-03-23,5,맛괜찮아요,천년주가 전주모주
2022-03-08,5,맛있어요,천년주가 전주모주
2022-01-24,4,술인줄 알고 시켰는데 음료네요알콜 1미만,천년주가 전주모주
2022-01-03,5,같이 마신 분들이 너무 맛있다고 해요,천년주가 전주모주
2021-12-12,5,조아요 순한 약술같아요,천년주가 전주모주
2021-12-15,5,맛은 배즙맛이 많이 남,천년주가 전주모주
2021-11-06,4,낮에 마시기에 부담없이 맛있어요,천년주가 전주모주
2022-10-17,5,건강해지는 맛이에요 선물용으로 좋아요,천년주가 전주모주
2022-07-27,5,안마신듯해요푹자요,천년주가 전주모주
2022-07-27,5,아주맛있어요,천년주가 전주모주
